NOC,Predicted Medal,Predicted Gold,Average Loss
SVK,2.2749118208885193,0.569143071770668,0.06822841033339501
MAS,3.2344788312911987,0.0,0.03218445528298616
MAS,3.0892160534858704,0.04790468513965607,0.05492870360612869
GRE,5.3798444122076035,2.6211336255073547,0.02493194442242384
GRE,6.858898028731346,2.8128790855407715,0.028849934712052345
LAT,1.6212822198867798,0.9439200162887573,0.1098877614736557
LAT,1.3025124073028564,0.9671831727027893,0.16586455568671227
SUR,0.24060167372226715,0.1908351480960846,0.0701500242203474
SUR,0.21338233351707458,0.15521758794784546,0.054376909509301186
PRK,2.5740162134170532,0.519370973110199,0.14540588721632958
PRK,1.226590946316719,0.8998605608940125,0.11883240684866905
CMR,0.0,0.0,0.17430230602622032
CMR,0.23892736434936523,0.23892736434936523,0.21552337422966958
SRB,10.886242032051086,4.585321068763733,0.027097969548776746
SRB,10.538502216339111,3.440008521080017,0.05221299465745687
SWE,7.863757759332657,2.691199265420437,0.0036834387853741644
SWE,8.452135398983955,2.7753623202443123,0.0030499798571690918
JOR,2.8545479774475098,0.5103988647460938,0.056245089992880824
JOR,2.5119216442108154,0.2598828673362732,0.06462922427803278
IRQ,0.0,0.0,0.010198030334140639
IRQ,0.015006259083747864,0.0,0.010209156202618032
BOT,1.0974323749542236,0.04060106724500656,0.02456571437418461
BOT,1.2464115619659424,0.22892850637435913,0.014316698014736175
ROU,6.118581600487232,2.9765930771827698,0.02894301254302263
ROU,7.2997153997421265,2.0766517519950867,0.026253547482192517
TJK,0.8936510682106018,0.1440630555152893,0.055186637789011
TJK,0.3653692826628685,0.0,0.04667003821581602
GHA,1.069649338722229,0.0,0.07282230474054813
GHA,0.8175050616264343,0.0,0.08575670093297959
MEX,4.326852411031723,0.02008553221821785,0.05380577441304922
MEX,4.422452241182327,0.0,0.05721971578896046
BAH,1.8665883541107178,1.8665883541107178,0.08125785261392593
BAH,1.9221593141555786,1.9221593141555786,0.0864446447789669
TAN,0.3417850434780121,0.13553254306316376,0.004121958416362759
TAN,0.08962998539209366,0.0,0.005897507697518449
JPN,49.06758260726929,17.025834023952484,0.05782896615564823
JPN,46.569905281066895,16.477639853954315,0.04831583879888058
CUB,24.516196131706238,7.406380295753479,0.14479882180690765
CUB,18.62767070531845,7.213815808296204,0.12418087512254715
ISL,0.0,0.0,0.051703769341111185
ISL,0.0,0.0,0.057925420850515365
AUS,50.46248245239258,14.899381399154663,0.07898451909422874
AUS,50.147218465805054,15.132571578025818,0.10773239448666573
IOA,0.546585738658905,0.13847748935222626,0.06066973365843296
IOA,0.7394570708274841,0.3197709918022156,0.07208548858761787
AZE,5.587294042110443,0.0,0.060324395820498464
AZE,14.547424077987671,0.0,0.06085538905113935
BLR,4.92943748831749,0.41475677490234375,0.07850776609033346
BLR,2.271883398294449,0.12564698606729507,0.06279141047969461
PAN,0.1914360523223877,0.0,0.044046412892639636
PAN,0.0,0.0,0.07759124025702477
VIE,0.4835411608219147,0.09775295108556747,0.07598340556025505
VIE,0.2745998501777649,0.2110486626625061,0.0640180280804634
PAR,0.0,0.0,0.03960337396711111
PAR,0.0,0.0,0.06132309034466744
SYR,1.0823512077331543,0.05312154442071915,0.09937728852033616
SYR,0.8286243677139282,0.0,0.11364931270480155
DOM,6.440424919128418,0.0,0.10205857075750828
DOM,5.298182368278503,0.0,0.07380444992333651
BER,1.2169498205184937,1.048436164855957,0.05181909766048193
BER,1.4908798933029175,1.3895431756973267,0.03655941097065806
UAE,0.03675035759806633,0.03675035759806633,0.10177622735500336
UAE,0.2010338306427002,0.1294591724872589,0.08971552900969983
HKG,7.5420448780059814,0.8822203278541565,0.03773749336600304
HKG,7.7114996910095215,0.9413486123085022,0.035107035301625726
IND,5.7117520570755005,0.6199955940246582,0.09580659613013268
IND,8.5107980966568,0.8970073461532593,0.0778545505553484
NGR,0.5034159421920776,0.16595298051834106,0.06813648592680693
NGR,0.027295849286019802,0.0,0.10468380153179169
SUD,0.0,0.0,0.03709145225584507
SUD,0.20523208379745483,0.20523208379745483,0.0366873224824667
FRA,50.946182787418365,11.905729830265045,0.018517141519114374
FRA,42.489307940006256,13.395163714885712,0.01152577543631196
NOR,7.495394736528397,3.267600178718567,0.013019217122346162
NOR,6.982325196266174,3.2554433941841125,0.009579663518816233
ARG,4.668674111366272,1.4345799386501312,0.09433337926864624
ARG,4.647313892841339,1.3259279429912567,0.08642443343997001
ECU,3.295723795890808,1.441583514213562,0.05503667116165161
ECU,3.2333868741989136,2.150364398956299,0.042061521783471105
BRA,23.06500554084778,6.710980951786041,0.07416366547346115
BRA,22.63347029685974,6.88811993598938,0.08304632663726806
TGA,0.014342484064400196,0.014342484064400196,0.04389453880488872
TGA,0.09243215620517731,0.09243215620517731,0.03035714345052838
CZE,10.72910726070404,3.523853302001953,0.10980252504348754
CZE,10.485521733760834,3.9154164791107178,0.09365244537591934
MGL,4.10595566034317,0.0,0.07387464128434658
MGL,3.833990693092346,0.20207327604293823,0.09746295876801014
TTO,0.0,0.0,0.10601897567510604
TTO,1.0335524082183838,0.2274748980998993,0.11957186073064804
ETH,2.619760751724243,0.7425202131271362,0.054205358400940894
ETH,4.348023414611816,0.019871840253472328,0.06472535997629165
IRL,4.833645343780518,1.8800311088562012,0.06301530681550503
IRL,1.2803038358688354,0.9717400074005127,0.04305880542844534
KOR,31.06744283437729,10.849395155906677,0.13363095335662364
KOR,31.448604941368103,11.678667783737183,0.11844993829727173
POR,3.1132349967956543,0.7130232453346252,0.12761528596282004
POR,3.0110607147216797,0.8128905892372131,0.14889082074165344
TUN,2.511942207813263,0.9375087022781372,0.11126449421048164
TUN,2.172556221485138,0.8685072064399719,0.047242847345769404
SMR,4.127617120742798,0.0,0.03476036660373211
SMR,3.547619104385376,0.0,0.04180859973654151
HAI,0.11210236698389053,0.11210236698389053,0.009398322548513534
HAI,0.24611690640449524,0.24611690640449524,0.002045718235094682
CPV,0.07279427349567413,0.0,0.004730952308600536
CPV,0.08149120211601257,0.08149120211601257,0.006863466465438251
QAT,3.4623405933380127,1.9007898569107056,0.05399013299494982
QAT,3.101668953895569,1.1121034622192383,0.11275677397847175
BAR,0.044883739203214645,0.044883739203214645,0.03848881434649229
BAR,0.03953315317630768,0.02500583417713642,0.05042973805218935
MNE,0.0,0.0,0.05496542543172836
MNE,0.0,0.0,0.0449880413711071
ZAM,0.0064770011231303215,0.0064770011231303215,0.04160337597131729
ZAM,0.0,0.0,0.05183994688093662
FIJ,2.611968755722046,1.0691843032836914,0.05663681730628014
FIJ,2.910806655883789,1.419216513633728,0.05482797648757696
SEN,0.04666094109416008,0.04666094109416008,0.05016753144562244
SEN,0.0,0.0,0.022501656049862505
FIN,0.827686257660389,0.0,0.0015106637682765723
FIN,0.6834102794528008,0.0,0.0015696876647416501
RSA,4.6158212423324585,1.4990898370742798,0.12076698541641236
RSA,5.82062840461731,2.2486398220062256,0.09347570836544036
SUI,10.64964383840561,2.8936848044395447,0.02270454104989767
SUI,9.940198063850403,2.695078581571579,0.024453502148389816
GUA,0.319641649723053,0.10339684784412384,0.026023483276367186
GUA,0.047261036932468414,0.047261036932468414,0.01056687481701374
UGA,3.3144454956054688,2.3422396183013916,0.06213706716895104
UGA,5.400690078735352,2.0438246726989746,0.05399024069309235
THA,2.85676646232605,1.1342460215091705,0.1343855655193329
THA,1.182353138923645,0.4227610230445862,0.07768522545695306
SLO,4.649002552032471,2.5656824111938477,0.056609745770692825
SLO,6.5257978439331055,3.294945001602173,0.0331442997418344
CIV,1.6475321054458618,0.0,0.06698781177401543
CIV,1.3476207256317139,0.4252881705760956,0.04898352257907391
GRN,1.287094235420227,0.0,0.04972090356051922
GRN,0.9520605206489563,0.0,0.04981084078550339
INA,4.892011284828186,1.1156972646713257,0.08877972282469272
INA,4.398717641830444,0.9772826433181763,0.06073663279414177
ISR,2.645987629890442,1.475113034248352,0.04512780033051968
ISR,4.403545379638672,1.9771387577056885,0.04738033842295408
ALG,0.0,0.0,0.07603232927620411
ALG,0.0,0.0,0.08666184812784195
AUT,3.84785795211792,0.543474592268467,0.02558282170444727
AUT,4.245053172111511,0.5212463065981865,0.022960586212575435
TUR,10.479614734649658,1.6113213002681732,0.053913504257798193
TUR,14.629063367843628,3.880618691444397,0.03436685260385275
MOZ,0.0,0.0,0.07445536326617003
MOZ,0.0,0.0,0.10172716081142426
GUY,0.026915719732642174,0.0,0.007409834982245229
GUY,0.0,0.0,0.0024868087799404747
ARM,5.462806820869446,0.44893598556518555,0.10874155715107918
ARM,4.121504127979279,0.4793713390827179,0.10842839479446412
BDI,0.0,0.0,0.08200113873928785
BDI,0.2488522231578827,0.0,0.0986573750525713
KOS,2.9881691932678223,2.9881691932678223,0.024071043292060494
KOS,2.652024745941162,2.652024745941162,0.044206630587577816
EGY,5.2308772802352905,0.9703344702720642,0.040424710512161253
EGY,5.4941757917404175,0.5444586277008057,0.04055875934660435
ZIM,0.6198645830154419,0.13011512160301208,0.07075289357453585
ZIM,0.0,0.0,0.09240817658603191
MDA,0.5363680124282837,0.1278059035539627,0.023140611704438926
MDA,0.24571505188941956,0.24571505188941956,0.026715555489063264
ERI,0.2886502742767334,0.0,0.035238576531410215
ERI,0.026408560574054718,0.026408560574054718,0.03522035151720047
PER,0.09432827681303024,0.01227741688489914,0.028629311369732024
PER,0.1404149979352951,0.07613680511713028,0.0316914482973516
MAR,1.233792781829834,1.233792781829834,0.07638049520552158
MAR,1.0509291887283325,1.0509291887283325,0.0764118880033493
KGZ,2.1825565695762634,0.0,0.015185308046638965
KGZ,3.146199345588684,0.17537792026996613,0.014641615860164166
KUW,1.1195858716964722,0.0,0.06464214093983173
KUW,0.9558672308921814,0.003388749435544014,0.10768172919750213
NED,29.749326467514038,9.666525721549988,0.053245378211140636
NED,29.622713327407837,9.245045185089111,0.04520773321390152
ISV,0.0,0.0,0.044859149307012555
ISV,0.1682310551404953,0.0,0.03821763068437576
PUR,1.3028841018676758,1.3028841018676758,0.08561721488833428
PUR,1.4131684303283691,1.4131684303283691,0.07403907425701618
LUX,0.05247777700424194,0.0,0.017521378592646214
LUX,0.23333628475666046,0.23333628475666046,0.0037801106699043886
TKM,0.7123628854751587,0.09583473950624466,0.04052517095580697
TKM,1.3307068347930908,0.0,0.02089360686019063
DJI,0.06066915765404701,0.0,0.03658638762310147
DJI,0.10633308440446854,0.07168199867010117,0.048055240660905836
TOG,0.007629710715264082,0.0,0.03752887330949307
TOG,0.15334732830524445,0.15334732830524445,0.05683227062225342
CRC,0.0670451670885086,0.0670451670885086,0.09420344427227974
CRC,0.010702271945774555,0.0,0.055059140659868715
